model_id,model,first_release,brand,price
52164GWZTU,Eurovan,2001,Volkswagen,448533
83911ZYYOH,E-Series,2011,Ford,406441
26240TNOYF,GS,2001,Lexus,494025
99839RRPNB,900,1988,Saab,124643
90413GAUBU,Range Rover,2007,Land Rover,114939
27029TUQLW,Sentra,2007,Nissan,455393
25524AJAKA,Grand Prix,1984,Pontiac,212786
56621PFUBS,Torrent,2008,Pontiac,105452
04519UHVQH,Century,1986,Buick,170467
43706EMVJG,Type 2,1991,Volkswagen,400849
09882LPMIL,Camry Solara,2006,Toyota,327429
93557WKWLF,Type 2,1989,Volkswagen,15818
90776QDDMI,Town Car,2004,Lincoln,45298
03344EGFIT,Samurai,1994,Suzuki,96250
46411LNRKV,Cherokee,1992,Jeep,174410
66589PNIBD,CLK-Class,2007,Mercedes-Benz,473263
14170LFHSA,911,1986,Porsche,93772
47352OLVTL,MKS,2009,Lincoln,99521
35399XCDWG,Azure,2007,Bentley,50979
17988EJTCY,Yukon Denali,2000,GMC,461975
32032FPCDD,Passport,1994,Honda,99459
61832VAZAO,Corolla,2004,Toyota,10502
33254LIUXG,Dakota,2000,Dodge,63701
87060TFBDM,Oasis,1998,Isuzu,310340
03007FRWZD,Paseo,1995,Toyota,346133
37010HTFYL,5000CS Quattro,1986,Audi,287706
39796JKVDC,LR3,2005,Land Rover,484199
33153ALSOR,Legend,1987,Acura,390061
30934ZWLPT,LR3,2006,Land Rover,283308
65736IBGFY,Pilot,2007,Honda,457876
66312DEYWY,V70,2006,Volvo,357920
88965WXSEE,Grand Vitara,1999,Suzuki,251484
94051JCNCB,Legend,1993,Acura,216129
18450GUDZW,IS-F,2011,Lexus,395141
87665MRIVK,Quattroporte,2005,Maserati,166685
33593KGPER,Ciera,1992,Oldsmobile,412990
43805YNLBP,1500,1995,GMC,42417
97448WZVNJ,H3T,2010,Hummer,102435
20647OPAOV,Starion,1986,Mitsubishi,186151
84443RWKCH,Intrepid,2001,Dodge,454365
36668HAIQP,ES,2000,Lexus,297980
99578WWEXL,Suburban 2500,1994,Chevrolet,388853
19016JTDLH,Suburban 2500,2011,Chevrolet,389646
55010OIDFH,E-Class,2011,Mercedes-Benz,424091
24521OZZBS,Odyssey,1996,Honda,80355
44308QTPJZ,M5,2006,BMW,294054
60593TQLIM,Accord,2004,Honda,32340
01532WCVPV,Spectra,2002,Kia,310614
75226PRUSX,Mazda3,2010,Mazda,379962
52032JSAZF,Cougar,1985,Mercury,159554
72996JOBDT,G,2005,Infiniti,176621
04078OCXVT,Mustang,1984,Ford,356261
90422GVMZI,Savana 2500,2002,GMC,279085
97818FHCGA,Ram 1500,1999,Dodge,380995
92975UZUWZ,Q5,2011,Audi,126869
20484SKCBE,Mazda6 Sport,2006,Mazda,255081
64925ECKCD,Express 1500,2011,Chevrolet,421331
38280IVXFM,Stratus,1999,Dodge,112125
56381OFLJL,62,2007,Maybach,306554
88922FXPGI,Impala,2002,Chevrolet,354532
58864XQAMD,Rally Wagon G3500,1996,GMC,394491
87832GQOTF,Crossfire,2005,Chrysler,77946
08250ZNHWB,LTD Crown Victoria,1989,Ford,458095
83412ADYMM,Accord,1991,Honda,283949
33791YJCAG,Milan,2007,Mercury,360628
18156SWSFR,Azure T,2010,Bentley,68987
51981IPUCX,DBS,2010,Aston Martin,106150
88059FEYKS,Sprinter,2010,Mercedes-Benz,233047
68518ABXUI,Soul,2012,Kia,360349
47411NEWEY,Somerset,1985,Buick,11103
29267VDUXW,Sunbird,1985,Pontiac,235535
07679SYGWK,i-280,2006,Isuzu,493782
01548KAQJU,Mustang,1979,Ford,287974
79886FVQSY,Viper,1997,Dodge,435218
06945QIUVE,CR-V,1998,Honda,457283
22555EAKIA,F350,1997,Ford,453508
22348KBZDW,Range Rover Sport,2010,Land Rover,257908
41179VMNTH,Alero,2000,Oldsmobile,417972
45386LEKDV,Tiburon,2006,Hyundai,404446
10697FSGVL,B-Series,2001,Mazda,306103
86997EHJLI,Golf,1985,Volkswagen,103572
39565QHVUX,Montero,2002,Mitsubishi,193342
22969HYMFK,Ram Van 1500,2002,Dodge,65014
04949VDTTD,Savana 1500,1997,GMC,344216
95569ZSINY,Legacy,2000,Subaru,10233
20106JLOHA,Expedition,1998,Ford,85984
18209NQAEE,S80,2000,Volvo,319242
46477ZSBMJ,Vega,1971,Chevrolet,58456
71763BRGIH,Suburban 2500,1995,Chevrolet,92369
78412MADDE,Integra,2000,Acura,462187
61705MEYNV,Sunfire,2002,Pontiac,346942
89873AYUTF,929,1994,Mazda,384741
80841RANTO,Grand Cherokee,1993,Jeep,166567
44719ISBDU,Impala SS,1995,Chevrolet,293627
87383SMMJP,STS,2006,Cadillac,117138
87601EZWIZ,GS,1993,Lexus,372283
16568VLPFN,Lanos,2000,Daewoo,32450
41314YUJMH,Caliber,2010,Dodge,419604
17457YYMEA,G6,2009,Pontiac,286910
72349HTXSO,Venza,2013,Toyota,266051
12908UMWJM,S40,2011,Volvo,373481
19830MIIVI,LR2,2011,Land Rover,48404
17697YXHFP,Z4,2012,BMW,370837
70237YXKGL,DBS,2010,Aston Martin,240127
56118JWQYC,HS,2010,Lexus,153446
76767FGIPX,Seville,2002,Cadillac,15500
43759QJBHF,GTI,1989,Volkswagen,353146
53573IOOQH,Riviera,1993,Buick,454301
78898SLWZR,Spyder,1991,Maserati,110862
96195IXSNV,Insight,2005,Honda,236930
85931GHKMZ,325,2005,BMW,88290
41226KXNQT,Passat,1990,Volkswagen,194514
48380RGJSL,Laser,1989,Plymouth,223356
58732FNFYS,Impreza,1996,Subaru,73781
54500WAHBI,Galant,2005,Mitsubishi,6629
41760ZJBTB,RL,1996,Acura,238313
09488TJHLH,Nubira,2002,Daewoo,483639
16930WOHGJ,New Beetle,2006,Volkswagen,405247
54622PMOOV,S-Class,2006,Mercedes-Benz,201689
14634UVOYV,Park Avenue,2000,Buick,333964
29728LYBMP,Voyager,1993,Plymouth,13249
92277HORKE,Supra,1998,Toyota,238483
33064KUTQQ,Achieva,1992,Oldsmobile,279218
98780OPNKW,525,2006,BMW,368308
07109PJTSV,Suburban 1500,2003,Chevrolet,328589
73035EDAFW,Expedition,2007,Ford,340573
11711NMGUC,F-Series,1994,Ford,407003
95088LXOVX,458 Italia,2011,Ferrari,356887
94725ZTXON,240SX,1992,Nissan,155860
61399ZWBZL,Dakota Club,1995,Dodge,266531
04701ZOLDB,Camaro,1971,Chevrolet,168503
92213DLKXD,Stratus,2002,Dodge,249587
08419QVPWS,Esprit,1994,Lotus,463143
74689PIGJQ,Ram 1500 Club,1999,Dodge,438844
28139BNNAV,Grand Voyager,1993,Plymouth,374060
30459UONYL,Savana 1500,1997,GMC,364566
79012GRPLQ,Impala,1995,Chevrolet,480812
05978KDOVL,Ridgeline,2008,Honda,12807
18596GENIP,New Yorker,1994,Chrysler,235887
01494OVQWH,Camry,1996,Toyota,280455
48344WXMAY,GranTurismo,2010,Maserati,108542
43770XSTOR,Silverado 1500,2011,Chevrolet,60738
48079RDLFW,Z4,2006,BMW,187115
54590TMBJX,Navajo,1994,Mazda,264123
94309WRZWU,Accord,2011,Honda,107584
68583FAKRX,Pathfinder,2005,Nissan,378048
14287UDVJD,Milan,2007,Mercury,329680
48197QRCSV,Coupe GT,1986,Audi,487638
88775RIWSI,325,2005,BMW,335513
10194EHAQV,Durango,2004,Dodge,413213
92304UNEDD,Colorado,2010,Chevrolet,202468
08359UDDJH,Integra,1988,Acura,133854
32274PSSME,M3,2011,BMW,323574
56315HBJDL,Relay,2007,Saturn,79351
99455DOILE,Caliber,2012,Dodge,186231
12472VXVFN,Achieva,1998,Oldsmobile,360393
13490GDTEG,Hombre,1997,Isuzu,314900
62844ELAII,Hombre Space,1998,Isuzu,279990
17880OXUIX,550,2006,BMW,2037
27000GMUIY,ES,2001,Lexus,492455
72167KSBLV,Grand Prix,1964,Pontiac,367030
01723VPLVF,Escalade EXT,2003,Cadillac,281304
75989CDGPP,Dakota Club,1994,Dodge,255450
95762FRNWC,H1,1994,Hummer,301561
98288DNISJ,Mazda2,2011,Mazda,499783
97894PKFPJ,Thunderbird,1965,Ford,395733
15518EXJBF,Town Car,2004,Lincoln,88407
79693HGBRI,EXP,1986,Ford,348667
78892WMMQS,Camaro,1978,Chevrolet,155597
58369APSCZ,MDX,2007,Acura,169560
26539DFUEH,Thunderbird,1993,Ford,124704
10898CFMBN,Silverado 3500HD,2006,Chevrolet,457129
38844QFCKD,Capri,1986,Mercury,421552
20811BADAX,Rio,2008,Kia,457512
14214WWKAC,Range Rover,2007,Land Rover,378185
56522DAXMJ,Suburban 1500,1994,Chevrolet,235364
62893KFNYK,Rodeo,1998,Isuzu,17802
06393UYURW,Insight,2011,Honda,420087
34984QQONX,F250,1984,Ford,288069
05124GMHLP,Neon,1999,Plymouth,313994
39041VVQQY,Escort,2002,Ford,408483
43909YTJOR,Mustang,2006,Ford,135578
16803SSUXO,Ion,2005,Saturn,84538
03597BEPFP,Parisienne,1985,Pontiac,464206
16274PMMTW,900,1996,Saab,260290
37917PBSQA,Voyager,2001,Chrysler,162997
00211KNHPY,Regal,2000,Buick,462327
15779TJRDG,Carrera GT,2005,Porsche,86577
37860UREZL,Aspen,1976,Dodge,398635
94748HAFWV,GTI,2001,Volkswagen,49185
44477YGYGE,Aerostar,1989,Ford,289658
29096NSMAS,Escape,2004,Ford,489817
91105IBPZP,Malibu,2007,Chevrolet,460529
92709ZIIDQ,A5,2011,Audi,499012
94914NJOIB,Econoline E250,1994,Ford,319898
18805CMUUQ,S6,2003,Audi,2930
29654ZBZUE,MX-5,1991,Mazda,248140
37247NHEMJ,80,1991,Audi,413383
28187WECJU,Precis,1990,Mitsubishi,10112
90995EAZAC,XL-7,2004,Suzuki,323952
42286DUHRO,Focus,2011,Ford,483901
28880MLRCX,Grand Voyager,1994,Plymouth,276367
76437IDXEN,LR3,2007,Land Rover,338641
80837MMFJJ,Grand Cherokee,1993,Jeep,237982
22166ZNXXW,CL,2003,Acura,498599
62717IRTCU,Impala,1996,Chevrolet,372425
54183ISXOI,MR2,1995,Toyota,372592
18665HQEWK,S80,2000,Volvo,124580
16591BTVDV,Phaeton,2005,Volkswagen,210745
95415BBDGU,Silverado 1500,2006,Chevrolet,479325
23973RYGSX,Vantage,2009,Aston Martin,402157
04063YNFDY,Corolla,1995,Toyota,341622
08072KUDMX,Bonneville,1987,Pontiac,368833
87187LTFRI,Custom Cruiser,1992,Oldsmobile,420712
48273GCDBO,Voyager,1992,Plymouth,475673
76647IXEYL,CX-7,2010,Mazda,109073
23314YLVAG,Land Cruiser,1997,Toyota,200020
95281CBWSG,LUV,1979,Chevrolet,440549
80781MFHHB,Vandura 3500,1994,GMC,232195
78245SQVCC,Escort,1987,Ford,373652
39394UMBCW,NSX,1997,Acura,323848
20051SESHR,SL-Class,2008,Mercedes-Benz,51109
01431IAKBT,3-Sep,2007,Saab,450085
87272JHHZY,Legacy,2011,Subaru,299042
94471RXMZL,Falcon,1967,Ford,463493
69920WSWLY,525,2005,BMW,382690
89969KILEX,MKS,2010,Lincoln,46798
27944IERWQ,M3,2001,BMW,33307
41009SAJBG,E-Series,1996,Ford,456713
28142RWGUX,Capri,1986,Mercury,156639
98984KWNJS,Jetta,1988,Volkswagen,160723
08979AJCTN,Voyager,1992,Plymouth,25332
18069JEKZX,Jetta,2004,Volkswagen,400556
02213CMVHW,Avalanche,2007,Chevrolet,31703
30883QKOAI,CR-X,1988,Honda,432275
94612GXBPD,MX-5,1990,Mazda,234488
24818NFWSM,SL-Class,2002,Mercedes-Benz,332441
75648HSRCU,Leone,1986,Subaru,165859
43918YTPGK,Pajero,2005,Mitsubishi,308418
77252CWIVP,Xterra,2007,Nissan,462128
48349KGRQN,Monte Carlo,1995,Chevrolet,168607
75039RRBIM,Avanti,1964,Studebaker,263376
87542KDGRF,Lanos,1999,Daewoo,446448
76826FRPWL,Yaris,2012,Toyota,72637
15885NMYNU,2500,1995,Chevrolet,217939
96680YMJEE,2500 Club Coupe,1992,GMC,45874
63009WSORQ,HS,2010,Lexus,484173
43745YXLQF,Econoline E150,1999,Ford,310418
04951DZBOV,Freelander,2001,Land Rover,121872
82463SLBQJ,Millenia,1995,Mazda,206530
45106TTLUI,Eclipse,2007,Mitsubishi,199187
34606UJZUX,Firebird,1991,Pontiac,386032
86816TVFKY,Yukon XL 1500,2006,GMC,345655
32900UKOAR,E-350 Super Duty,2006,Ford,102474
43426GNHSZ,Phantom,2009,Rolls-Royce,304705
77897OLOUH,IS F,2011,Lexus,197663
27183UCYYK,Crown Victoria,2003,Ford,364197
69883QWJIB,Quattroporte,1984,Maserati,39303
05990MHHPQ,X5,2005,BMW,259184
91792ZKQEY,Crown Victoria,2007,Ford,305658
48782KYYPX,Legacy,2003,Subaru,215591
18817XCOVL,Patriot,2010,Jeep,356101
40420IIGXR,Esperante,2005,Panoz,47768
15160UWRDK,MDX,2005,Acura,283929
51719WOCFX,9000,1999,Saab,155347
75659CANUI,Avalon,2009,Toyota,278705
91228XYFEF,F-250 Super Duty,2006,Ford,203099
77339QGDRT,Dakota Club,2006,Dodge,214105
32934YFHPX,SLX,1997,Acura,301962
89812KYRBN,IS-F,2012,Lexus,157160
38846OCLNS,PT Cruiser,2005,Chrysler,281584
91714PMWGZ,RDX,2008,Acura,126901
16680LBWDS,Elantra,2006,Hyundai,436775
45039SFQZZ,Crossfire,2005,Chrysler,288824
78644ARPBB,Daewoo Magnus,2006,Suzuki,208384
40941RUNTD,Grand Marquis,2000,Mercury,392244
50448QTDFA,Tacoma,2011,Toyota,463884
16854NROKX,300TE,1992,Mercedes-Benz,377789
54754UZWQC,Rondo,2007,Kia,83376
05765BIIWK,Corvette,1986,Chevrolet,491309
09861AHOKU,SLR McLaren,2005,Mercedes-Benz,428680
12315JMLKQ,Protege,1996,Mazda,376937
38185EWOVY,CTS,2005,Cadillac,364061
35127WPVDE,X5,2012,BMW,291454
24364UXSMY,A6,1999,Audi,476456
57906JHDZC,Defender,1993,Land Rover,359166
06842FUCZP,Suburban 2500,1999,Chevrolet,171660
54726CSUMP,Eclipse,2000,Mitsubishi,155578
07978HJDFF,Galant,2010,Mitsubishi,381208
61541OEBVQ,H1,2000,Hummer,39664
34124MHRPZ,Passat,1988,Volkswagen,326549
38252QRMBD,XC70,2005,Volvo,72789
94687ZQHAL,Navigator L,2009,Lincoln,227644
21165KTCQU,Continental,2009,Bentley,466299
21016WZHPY,TL,1999,Acura,376103
35420VGDSQ,MKX,2011,Lincoln,157699
92010YINZZ,GTI,1992,Volkswagen,206542
32561TDJXX,Focus,2008,Ford,470005
49461RMATA,Rally Wagon 2500,1994,GMC,274548
51326EZNTE,Sentra,2012,Nissan,424574
52669QCYCQ,F-Series,1995,Ford,394165
17548PIQQJ,Grand Vitara,2008,Suzuki,35913
12970UARGZ,Bronco II,1990,Ford,65531
07615MWEEQ,SL-Class,1987,Mercedes-Benz,199007
98913KMPIU,Sonata,1995,Hyundai,96229
42116HUHNN,S8,2001,Audi,477934
21411PUYKY,Quest,2002,Nissan,129857
59762ZHSFL,Element,2009,Honda,383255
87004INLXL,Grand Caravan,1995,Dodge,399334
69307AWTRL,Stylus,1992,Isuzu,108453
11785NAGDJ,57,2011,Maybach,382109
96172KKDAZ,X5,2001,BMW,89112
78422ZNJQW,F250,1998,Ford,131838
97718LHOOR,S10,2003,Chevrolet,461045
08005RQFKH,Passat,2009,Volkswagen,405922
14481MBKRC,Ranger,2007,Ford,163463
29876NPJSR,Venture,1999,Chevrolet,401549
81446BMZDP,Passat,2000,Volkswagen,408466
15061HYBKU,Tucson,2011,Hyundai,193981
53984EIGXS,Swift,1993,Suzuki,424279
56739BDJCN,LS,2002,Lexus,64063
65212QFVHM,Tracker,1994,Geo,350897
64066IWZIF,Explorer Sport Trac,2000,Ford,51351
85723AKFLJ,745,2004,BMW,410354
34096NEIPP,IS,2005,Lexus,307451
37589RLYFX,Voyager,2000,Plymouth,321012
79336NCUYK,Touareg,2010,Volkswagen,157850
25851WCQLQ,Boxster,2013,Porsche,63817
64053MMDSL,X5 M,2010,BMW,198485
34800GVUXT,Talon,1995,Eagle,466059
75492PVPZW,E250,2004,Ford,339623
32101LKMGP,Bronco II,1989,Ford,339664
42421FYLXR,E250,2009,Ford,375246
29093DXEOB,LX,2000,Lexus,75771
27979ARDYX,GT350,1969,Shelby,415840
55337ROFVF,944,1986,Porsche,445347
45598IXMVE,Phaeton,2004,Volkswagen,166863
50608XUYQU,F-Series,1985,Ford,392282
95547USQVK,Impreza,1994,Subaru,359300
97408KSKJJ,Civic,1997,Honda,321184
34592YLXLI,Stealth,1995,Dodge,186009
45152QOKVW,Endeavor,2005,Mitsubishi,93668
89312KGPJO,Tempo,1992,Ford,292494
62922YKQAJ,NSX,1995,Acura,361001
43970IVQAJ,Galant,1997,Mitsubishi,329082
06320XSJSS,Discovery Series II,2000,Land Rover,324006
76661OTDDR,Suburban 1500,2006,Chevrolet,25356
70958RBZLX,Esprit,1995,Lotus,189442
06001NKLAN,Escalade EXT,2009,Cadillac,9600
25250UTYYV,Range Rover Sport,2007,Land Rover,484260
01406KUXVD,Fury,1964,Plymouth,70317
17778IMUPL,Taurus,1992,Ford,345087
35653BQZOA,Grand Caravan,2007,Dodge,324324
78718XQEYB,Eclipse,1989,Mitsubishi,207363
44233ZFMEZ,GTO,1995,Mitsubishi,468157
12816PBYDA,Sunbird,1989,Pontiac,147572
79863DFUHL,Cirrus,1997,Chrysler,147019
60975CMNNU,Econoline E350,1993,Ford,227793
79316GUIGF,5 Series,2001,BMW,400692
68270OVIHG,E250,2003,Ford,391806
86460CEEXS,Mountaineer,2003,Mercury,448791
68873DZUXK,Forester,2007,Subaru,369575
70830HDXGC,Ram 3500 Club,1997,Dodge,488862
17457YNWTJ,9000,1990,Saab,389467
96133JTYFG,Accent,1998,Hyundai,7186
07754EHINO,Rio,2001,Kia,45790
58141UTZEH,Expedition,2009,Ford,277849
00194RJOQO,Econoline E150,1999,Ford,173261
69745KKKEJ,Caprice,1996,Chevrolet,195827
25099CVDEF,Colorado,2010,Chevrolet,414548
31893VCKAU,Sable,2002,Mercury,54806
50861VIENB,STS,2009,Cadillac,412784
03480MQMUN,DTS,2011,Cadillac,296515
21786AHTKC,626,1995,Mazda,2817
64388YZZQA,Maxima,1992,Nissan,23824
01971CLJDS,Accord,2001,Honda,412669
85766REUMB,Yukon XL 2500,2013,GMC,5667
52511OLPQU,Lancer Evolution,2003,Mitsubishi,361647
60680TXCDF,Tundra,2007,Toyota,195424
82313TZCPT,Town Car,1993,Lincoln,101626
94827JFOVX,Civic,2011,Honda,465887
70233OOOAE,Esprit,1996,Lotus,69985
52287RALGB,Quest,1996,Nissan,1417
15288KTJBB,LeSabre,1990,Buick,42663
62739OFJPR,Sebring,2010,Chrysler,134084
30944RLAHF,Tacoma Xtra,2000,Toyota,88591
71096VUOPL,Galant,1986,Mitsubishi,208246
17090OGHKW,Cruze,2013,Chevrolet,312976
31114DBJWW,Reliant,1981,Plymouth,271797
62157LPZBI,Cabriolet,1998,Audi,430635
77514ACBAX,5-Sep,2004,Saab,375629
47420GYNCQ,612 Scaglietti,2008,Ferrari,179086
67000KMRJA,SLS-Class,2012,Mercedes-Benz,283671
47325DVSWX,Savana 2500,2010,GMC,467553
44803EDBAM,V50,2007,Volvo,383434
00149ZQTFT,Fifth Ave,1992,Chrysler,361433
30975YMEQZ,Freelander,2002,Land Rover,493143
18858HXRFF,H2,2009,Hummer,142712
57622SGJCI,100,1990,Audi,122986
07227UANOL,Cooper,2006,MINI,136188
31562IMFKA,Expo,1993,Mitsubishi,140252
37147KJKIX,Truck,1993,Mitsubishi,342094
53742KMRUH,XC70,2005,Volvo,240502
32574TJMMG,Quest,2008,Nissan,125928
18028AGRHJ,Ram 2500,1994,Dodge,71317
52779OGEKM,Sierra,2011,GMC,353999
27048QIXDY,Cougar,1995,Mercury,156884
76320LTCKR,Raider,2008,Mitsubishi,254528
61110PXRTD,Endeavor,2007,Mitsubishi,18827
79146KCSRV,Ram Van 2500,1998,Dodge,3657
91424KGOPU,Express 1500,2001,Chevrolet,146757
39025MSWST,CR-V,2008,Honda,121315
66676ABBQD,LS,2005,Lexus,218638
37048AJURW,Altima,2010,Nissan,241718
95453IULQJ,Pajero,1998,Mitsubishi,167018
69602ZSOFV,Safari,1989,Pontiac,69624
55516XKPBY,Colorado,2010,Chevrolet,183570
07114RBHSB,Bravada,1998,Oldsmobile,286185
20176SJBTL,TT,2008,Audi,184532
14411GBHIL,A4,2005,Audi,487228
05678EMILP,Escape,2009,Ford,267757
75070QUKOJ,Milan,2006,Mercury,209712
50914AAFXV,Liberty,2003,Jeep,270969
08353WWAVJ,Prizm,1998,Chevrolet,427465
67389RHKTM,Thunderbird,1985,Ford,34828
34857YMOPT,Discovery,1997,Land Rover,119497
91190HQQOM,Focus,2011,Ford,126832
34638IMJLQ,Windstar,1998,Ford,134507
56379EQLSP,A6,2004,Audi,251182
93180YZCWD,Familia,1985,Mazda,265595
34485NKMIT,PT Cruiser,2006,Chrysler,5090
28652SQBDI,TL,1997,Acura,256634
19365QRDVU,J,1997,Infiniti,139280
48380OBGCZ,IS-F,2011,Lexus,395568
57009CZJJJ,Terraza,2005,Buick,413001
87702WZDAG,QX56,2007,Infiniti,282603
36744QMDVN,APV,1992,Chevrolet,115011
39907ZJBLI,Quattro,1992,Audi,233529
46241SBHLZ,Sportage,2001,Kia,101762
73297IWFBR,F350,2012,Ford,74954
99575WFAFO,Magnum,2008,Dodge,112106
00852BHAZY,CR-V,2005,Honda,1461
40741ESNZG,F350,2001,Ford,149306
32115VCKZK,H2,2006,Hummer,350611
75192JUNUF,5000S,1986,Audi,254960
96218ABRBF,Capri,1992,Mercury,217230
80223VUJGC,Arnage,2006,Bentley,36940
53146TNJBD,Mirage,2000,Mitsubishi,173205
14026XGOFB,Leaf,2012,Nissan,170768
16417SRTUC,Town & Country,2006,Chrysler,308239
61995KODCA,SL-Class,1989,Mercedes-Benz,379731
46977GOJVX,Prius,2006,Toyota,327070
38084AKFTF,Regal,1986,Buick,427285
79649PZNSS,S2000,2005,Honda,159795
57642CRHVA,Sienna,2010,Toyota,189199
92416FQEFH,R-Class,2010,Mercedes-Benz,174094
24506HXHSH,B2000,1985,Mazda,254609
94108XOHKJ,Quattroporte,1984,Maserati,282078
11011IBKDW,Impala SS,1994,Chevrolet,138081
47691HYGWN,Raider,2006,Mitsubishi,28799
44496EOWRH,SLK-Class,2012,Mercedes-Benz,406039
49720XLQEU,Quattroporte,2011,Maserati,400587
91144USBXX,88,1996,Oldsmobile,12836
31735HBFSI,900,1984,Saab,218215
34467HGPWD,Windstar,2003,Ford,241363
12103LAZLK,SSR,2006,Chevrolet,250529
09012NUHML,Explorer,2010,Ford,355367
58399NLBKE,Tiburon,1998,Hyundai,396645
22756DBYLX,944,1983,Porsche,175596
15185HWTBA,F250,2004,Ford,484746
75815TGSVU,Festiva,1990,Ford,166352
85912KVZJF,C-Class,2001,Mercedes-Benz,382494
88195RMUEX,H1,2001,Hummer,463094
59077SNJIY,Yaris,2008,Toyota,351559
22021ULYJS,Yukon XL 1500,2005,GMC,87400
88472VTJEC,Mystique,2000,Mercury,211440
97001TLQPC,Avalon,2002,Toyota,270477
58325ORUAZ,G,2009,Infiniti,163471
81147MDQYB,Touareg,2007,Volkswagen,274223
28801SZPDC,Expedition,2002,Ford,471511
81081BCDTT,Ciera,1996,Oldsmobile,232623
24649UCDHO,Range Rover Evoque,2012,Land Rover,102071
03600ITRRM,Express,2008,Chevrolet,467291
48571KRBNJ,Wrangler,1995,Jeep,116363
86958OHKFR,Millenia,1998,Mazda,271136
49862FABJQ,C8,2006,Spyker,188284
18703MNTLG,G,2002,Infiniti,80187
32132GZVSJ,Suburban 1500,2003,Chevrolet,356747
70804JELWG,New Beetle,2005,Volkswagen,200098
03087EBXCQ,Electra,1989,Buick,90041
28612DXLPK,280ZX,1979,Nissan,17554
98461HXEDT,Genesis Coupe,2011,Hyundai,457872
33408HONDG,APV,1992,Chevrolet,436151
67549LCARX,Sierra,2009,GMC,163781
71603QBWCX,Avalon,2011,Toyota,328719
80854GBORP,SLK-Class,2002,Mercedes-Benz,89023
82959JEJNO,Windstar,1998,Ford,143837
82330AQIWO,Esprit,1992,Lotus,80832
39756OXHCY,Fleetwood,1993,Cadillac,17391
31608DVPAE,Expedition,2006,Ford,429581
78299EZWYS,Bronco,1989,Ford,124947
94552SOOMQ,Raider,2008,Mitsubishi,315982
