contract_code,license_plate,contract_group,cost,start_date,end_date,customer_id,contract_category
SVTHN41016,LYS 352,professional,1754.55,1996-11-22,2000-11-22,21364FPLG,not active
TWTPI86104,26A W31,private,1704.87,1998-07-22,2002-07-22,11764FIVH,not active
WSAPT97891,13I L66,professional,2241.3,2002-09-30,2006-09-30,93974BAZZ,not active
VTJDW18541,04-J541,private,1612.3,1984-07-13,1988-07-13,61961BNWO,not active
LPUPQ82249,T99-KBC,mixed use,1560.91,1997-02-17,2001-02-17,46386XMYL,not active
JBRWN56169,68-1035A,professional,2017.81,2011-08-09,2015-08-09,63920BTFS,not active
WWVHW61830,189 HFU,professional,2467.75,2005-02-01,2009-02-01,22979ZPMU,not active
XUXLJ37466,41CU041,professional,2284.83,1981-10-29,1985-10-29,76743DMGG,not active
CIFIV75894,2C 67350,mixed use,2617.26,2015-04-13,2019-04-13,79531SQST,not active
VYNDY45721,1-L0164,mixed use,2435.96,1986-06-17,1990-06-17,49941YHBD,not active
HSWFM65408,GDZ0926,private,2872.52,1999-10-09,2003-10-09,35764FOIB,not active
IXZES43017,2V139,mixed use,2301.95,1993-05-01,1997-05-01,53911OCJM,not active
XWMPF89686,4961 IV,professional,3819.21,2010-06-27,2014-06-27,83780RTBV,not active
HUMRG61974,4WEJ 70,mixed use,3515.13,1985-09-14,1989-09-14,37189JWSC,not active
OFBGA31867,401AW,private,3139.91,1997-08-14,2001-08-14,18258VTFF,not active
LGOQP41952,LKB 959,professional,343.98,2006-11-07,2010-11-07,42438YADB,not active
XTIGR69040,QB-6655,mixed use,1432.69,1984-04-11,1988-04-11,82767MXXC,not active
EBJRY07137,5M DX778,private,1773.81,1994-03-02,1998-03-02,25935HNYY,not active
JHAYV35194,2S 9Q8TCY,private,2750.13,1999-09-28,2003-09-28,68582MPTR,not active
TEHJX73292,1MUT 21,professional,1954.57,1991-01-02,1995-01-02,94211GXXU,not active
JAEUA79500,KGN 691,mixed use,1279.59,2015-06-17,2019-06-17,02078EQQT,not active
SDGEB92173,96QA623,private,2049.32,2000-11-05,2004-11-05,95531TBRP,not active
KNYTK72055,TIX-774,mixed use,2283.97,2004-07-11,2008-07-11,68586FWQU,not active
TNAOE22694,ICQ 879,private,200.21,1993-04-10,1997-04-10,44421IHHW,not active
CEVZR28873,JHM-238,mixed use,3570.95,1996-01-29,2000-01-29,50300NKLM,not active
DMZFJ71953,3VN45,professional,716.13,2013-05-25,2017-05-25,77648HPWS,not active
KHYXU66587,0UB5012,private,3184.82,2012-04-21,2016-04-21,54411TIYF,not active
DAMBW43132,75U V05,private,3110.45,2006-02-23,2010-02-23,74333REJG,not active
LKRXC90162,YW 21591,mixed use,692.74,1997-10-28,2001-10-28,66094VTVF,not active
ROEYL53173,CBQ4730,professional,1566.84,1984-09-04,1988-09-04,27325QHFP,not active
TUJFF64534,2K TJ446,private,3332.83,2006-04-27,2010-04-27,78104LNZA,not active
FWLKI31099,DST 217,mixed use,378.96,1987-09-02,1991-09-02,69408PZCQ,not active
NFIOG21414,1DJ X06,professional,3795.53,1987-08-08,1991-08-08,25434HMPF,not active
TFWGG41515,RQQ 703,professional,3898.51,2015-11-01,2019-11-01,30828RHLO,not active
ETAEE57221,568 BOL,private,3631.13,2014-02-08,2018-02-08,09591PDXE,not active
WIELX32337,894KK,private,2938.83,2013-03-16,2017-03-16,95475BQLW,not active
FTITM82719,BEE 770,professional,3392.6,2005-01-29,2009-01-29,38804LVKL,not active
BQHCO70194,XX8 T1G,professional,1484.05,2010-08-04,2014-08-04,78690BVFL,not active
HBUJH90109,HCI 343,private,2404.4,1998-01-27,2002-01-27,90636SXTS,not active
RNOXF84987,511 RWL,mixed use,1272.54,2011-06-26,2015-06-26,54048BMBC,not active
ADYVD18665,8-86297P,private,2575.56,1997-04-01,2001-04-01,77098AYAB,not active
VFITQ26675,4AB0480,professional,2028.3,2016-06-13,2020-06-13,42013QHIR,not active
RPALS05504,574 JIM,mixed use,1087.97,2016-11-19,2020-11-19,68428OEFB,not active
OSZVL46853,7925 VH,private,1771.68,1991-12-22,1995-12-22,44762FKVQ,not active
WDDAM87738,32N G07,private,3054.32,1980-06-25,1984-06-25,39381PFJJ,not active
RYGAM44347,6PR 858,mixed use,2062,1986-08-14,1990-08-14,49803AKGC,not active
NTOHN43689,672 5MR,professional,2462.18,2001-05-11,2005-05-11,19717MIGS,not active
VUDNV97734,HQF 124,private,1435.82,1998-12-13,2002-12-13,58217LNYS,not active
SFKNL20905,4SS 130,mixed use,2748.23,1991-06-08,1995-06-08,13891NOSE,not active
RNGRG17824,BTN-572,private,3944.09,2008-10-14,2012-10-14,05913SDIU,not active
RGTWF68982,538-HLN,mixed use,348.47,1983-02-28,1987-02-28,77999UXSR,not active
ARTGM26369,088-JED,mixed use,2341.21,1983-01-26,1987-01-26,45464WSJG,not active
AGYKI94185,5-C5151,professional,3739.57,1991-03-01,1995-03-01,17337TFTU,not active
ZPMMU64412,925 UXM,mixed use,2794.33,1987-07-10,1991-07-10,98911THJQ,not active
EDFFL17617,16K 993,mixed use,3057.01,1999-07-24,2003-07-24,22176FNDT,not active
TTXUK42120,544,mixed use,1888.26,1990-12-23,1994-12-23,79596YHKE,not active
XFSST30388,PMY-3580,mixed use,1891.57,1997-09-30,2001-09-30,35138FFHY,not active
XJCBW03466,WFT 351,private,127.86,1984-11-24,1988-11-24,92891DPPY,not active
AVJJY82828,0FUI 92,mixed use,2255.83,2010-09-18,2014-09-18,89526MVNF,not active
UMZEP70031,ENL-8366,professional,1926.87,1990-07-31,1994-07-31,80341OYHN,not active
WOMPU32195,4IZ R94,professional,3105.2,2008-09-26,2012-09-26,82119ZXLO,not active
IXMNB36194,85-9958S,private,3257.21,2002-07-28,2006-07-28,00822FKFK,not active
VTQKM76743,52J Q78,professional,1850.86,2004-11-18,2008-11-18,62816IIBX,not active
PTJII32128,199 0QS,private,484.94,2003-05-21,2007-05-21,52058LYKU,not active
RYCST94898,MGN 374,mixed use,592.02,1990-02-15,1994-02-15,06976BQRC,not active
NEFZX33895,984 WZZ,private,1254.27,1995-03-01,1999-03-01,79571JNBX,not active
UZHPO77804,920 LGZ,mixed use,310.1,1991-06-14,1995-06-14,77097DUZP,not active
VZFEH37755,IXG-3377,mixed use,1432.19,2017-05-07,2021-05-07,17239JEWQ,not active
TAGMZ11848,GA 2048,private,1159.85,1998-02-16,2002-02-16,70298ZUZH,not active
LOYJM27597,HSS 135,professional,3091.75,1996-01-16,2000-01-16,98849FHWR,not active
JGDDR98261,5HKQ 97,mixed use,896.77,1987-01-05,1991-01-05,23754LFSH,not active
FQFOI87246,29W B12,mixed use,1685.67,1992-12-07,1996-12-07,30848FGKT,not active
PUISY77777,73-28679,mixed use,3728.23,2012-03-02,2016-03-02,22164JXUR,not active
LKPUK85528,3KJF834,mixed use,1832.71,2014-10-14,2018-10-14,10769ALVE,not active
TADWP53458,876 BMI,professional,2461,2008-08-17,2012-08-17,82191YHWV,not active
NAZFF04462,JRG 190,private,1289.15,1984-05-21,1988-05-21,42627LHYL,not active
MUALZ88297,ZGU-170,professional,2729.51,1987-04-19,1991-04-19,64522VYKP,not active
OEHBC88216,609 BEW,professional,1621.78,2004-01-10,2008-01-10,93887GIPN,not active
HMPHJ85324,12-J856,private,1579.11,2003-11-19,2007-11-19,87603OGLK,not active
HUGVB71643,9V 0E7TFM,professional,1579.78,1998-08-15,2002-08-15,22900FXDM,not active
OJNJG81132,39-4352N,mixed use,2322.14,1982-06-11,1986-06-11,47778WZVI,not active
TQVER48289,729-ZOG,mixed use,2447.38,2000-03-23,2004-03-23,46015XQAX,not active
NJFVX87173,0CT E37,professional,3646.52,2009-02-16,2013-02-16,05056UNSA,not active
OLMSU69153,BA-8605,professional,1090.48,1998-01-23,2002-01-23,10471PBQI,not active
RASJJ79078,GD-2434,professional,2804.12,2002-02-27,2006-02-27,18388XKVN,not active
ALWTM45377,MAE 821,mixed use,2184.6,1983-12-16,1987-12-16,65496JTJS,not active
TQGLD49215,5JE6549,private,889.31,2015-10-15,2019-10-15,59905KSHU,not active
VMXNG51588,035DR,professional,1538.1,1984-05-08,1988-05-08,17108GILE,not active
LLHKI44269,EG6 T4J,professional,2342.42,2006-01-21,2010-01-21,21858YONA,not active
VJHES83421,427-AKK,private,1316.73,2007-03-29,2011-03-29,67284EJED,not active
ZRSAF44718,UX 6663,mixed use,3636.15,1983-10-08,1987-10-08,05941YUVA,not active
GSYFP76412,65-L073,private,170.21,2012-05-19,2016-05-19,59509DURL,not active
RULVZ54089,L76-44F,mixed use,690.56,1997-03-23,2001-03-23,58699UWMV,not active
ULEYK26596,6IX04,mixed use,1698.02,1984-06-16,1988-06-16,36981SZFS,not active
CYELF85321,YAI9366,mixed use,2392.79,1989-11-25,1993-11-25,21364FPLG,not active
WODLS30195,7I BO383,professional,1243.13,2003-04-02,2007-04-02,83600WKWC,not active
IKAZP23320,127 MOD,mixed use,3356.91,1996-08-08,2000-08-08,93974BAZZ,not active
SCDOX45732,276 NHZ,mixed use,648.01,2006-12-01,2010-12-01,71165ADJK,not active
EJXRW42111,W39-HNO,professional,2768.29,2010-11-25,2014-11-25,79506QNVR,not active
TZXHI72082,D78-89Y,professional,3017.03,2005-08-26,2009-08-26,99566JOFM,not active
TLHQD39860,X12-42Y,private,3840.93,2009-04-11,2013-04-11,22979ZPMU,not active
BNWGL70920,YRD-6112,mixed use,2652.42,1986-10-08,1990-10-08,33111FIVL,not active
TFXXP22400,780-107,private,649.35,1993-03-27,1997-03-27,85805GHFL,not active
JINNE39952,921-NNIU,professional,2164.39,1998-10-10,2002-10-10,27025MYJS,not active
ZWKXL55536,XVX-1687,professional,2432.96,1993-12-04,1997-12-04,40695OWQR,not active
PFNNO00796,FS 4755,professional,2418.81,1998-07-09,2002-07-09,79893GQEE,not active
EMBPC11355,886 FKO,mixed use,1173.02,2007-05-30,2011-05-30,75753QQCE,not active
IMEOR95077,ISV 533,professional,1540.63,2000-12-12,2004-12-12,49941YHBD,not active
UEHTO43539,495 ISP,professional,2914.32,1989-08-01,1993-08-01,35764FOIB,not active
DGNMJ69831,743-KJS,professional,1464.03,2005-11-14,2009-11-14,92623KQZR,not active
LDIZC11606,KKG 293,mixed use,617.42,1981-10-29,1985-10-29,42438YADB,not active
EGTTH29959,8MB71,professional,2653.33,2000-12-06,2004-12-06,29615DGPL,not active
LAODV62665,EPI4806,mixed use,2630.18,1989-01-24,1993-01-24,38630HZNZ,not active
VCTFP05286,63-97656,mixed use,179.39,1999-07-26,2003-07-26,68582MPTR,not active
FGUPB62892,LM 24090,professional,2491.91,2000-09-05,2004-09-05,80733GLAN,not active
ZINWO59530,BHS-5622,mixed use,2456.01,1984-04-24,1988-04-24,95531TBRP,not active
GFAWI45452,NBQ-4863,mixed use,331.32,2006-07-03,2010-07-03,68586FWQU,not active
RYVQZ67683,9F F2690,professional,2438.61,2010-10-23,2014-10-23,34284QPPH,not active
KRNIT67129,AOS-829,private,3210.29,1999-12-16,2003-12-16,34451YCKS,not active
FQXWK44448,70C W31,professional,1122.98,2006-08-07,2010-08-07,00532WKFG,not active
UVXLP95821,2XY3473,private,1963.26,1982-11-23,1986-11-23,88545LAYL,not active
LYJOL13642,1F 78928,mixed use,2345.82,2013-09-14,2017-09-14,11116WFHA,not active
NAIVR48964,809 UBB,mixed use,1732.84,1984-04-10,1988-04-10,52279JVHF,not active
WLZAS53475,WCI 038,private,3840.17,2007-11-18,2011-11-18,50300NKLM,not active
EMCWZ30150,FOP-4832,private,3883.9,1981-11-10,1985-11-10,70064RDVI,not active
WELGQ63144,2401 DR,private,3196.67,2015-09-25,2019-09-25,69115KDSM,not active
MWLGF82320,BHX 924,private,3399.7,2011-04-08,2015-04-08,15483UTSS,not active
BZWJO72976,U98 6YR,mixed use,3953.91,1983-01-27,1987-01-27,27325QHFP,not active
YOTYB17215,181 BFU,mixed use,1391.36,2017-02-04,2021-02-04,84514WYTX,not active
FUIVK42320,106 YIJ,mixed use,3247.28,1986-09-04,1990-09-04,78104LNZA,not active
UHJUI69246,ADU-732,private,2622.53,2000-11-29,2004-11-29,17101QTEN,not active
CZTLQ53462,68R•376,mixed use,2950.97,1984-08-31,1988-08-31,16730ZVIA,not active
SJHNC26497,I56 5DY,professional,1257.83,1984-10-21,1988-10-21,85393JJBI,not active
WIAVB30616,60U Z91,mixed use,2550.79,1990-02-21,1994-02-21,62745BDVN,not active
MYEJG26732,220-FIX,professional,3054.14,2008-10-07,2012-10-07,43212TDKJ,not active
MUUOZ08454,84-WC27,professional,3731.16,2014-12-09,2018-12-09,54653TVUV,not active
VAUYW45856,800 PML,mixed use,3405.84,2012-04-03,2016-04-03,42013QHIR,not active
DDDGW37718,302FBQ,private,3531.82,1983-07-25,1987-07-25,43426DRZZ,not active
ISJXG69819,939 7924,professional,3952.21,1994-11-07,1998-11-07,39381PFJJ,not active
QTUDT90060,179LU,mixed use,2390.3,2004-11-08,2008-11-08,41202VRAI,not active
TZSQB89257,MXS 588,private,3081.4,1984-03-28,1988-03-28,58217LNYS,not active
OOYKE10137,ORH 676,professional,2318.84,2012-11-06,2016-11-06,76566VEGI,not active
IJRED44603,802 FV7,mixed use,1652.87,2010-04-04,2014-04-04,13891NOSE,not active
ESAKZ85727,281 PZZ,private,3082.28,1999-03-29,2003-03-29,67654IKZR,not active
GTRYO02141,7G 8649R,professional,3347.6,1980-11-20,1984-11-20,77999UXSR,not active
GRVJR16794,ZXS5691,mixed use,1688.18,2007-10-22,2011-10-22,45464WSJG,not active
GSWWA29515,224 NGD,mixed use,872.08,1998-12-23,2002-12-23,62283VGAV,not active
ECAGA47527,107-VDR,professional,3195.63,1997-05-05,2001-05-05,79596YHKE,not active
YZBVO89862,7-J6658,mixed use,1128.84,2003-07-29,2007-07-29,92891DPPY,not active
KBTAS43103,140-BAL,mixed use,3041.06,2016-08-30,2020-08-30,51118DLYY,not active
ZSBDQ04872,575 VZ6,mixed use,741.18,1981-11-03,1985-11-03,91343ITWF,not active
EZNLQ93201,94-DW79,mixed use,958.56,2011-11-13,2015-11-13,85721RGLG,not active
OLNPE61974,EEF 010,mixed use,2741.18,2007-06-20,2011-06-20,62816IIBX,not active
HFTCU79428,3FW8336,professional,2949.42,2011-11-28,2015-11-28,41784LILU,not active
DIILS78523,22-R524,professional,880.84,2001-08-08,2005-08-08,56369HXEP,not active
WRBIF41400,2652 XG,private,2720.24,2000-03-04,2004-03-04,31447GNHE,not active
LTFVM39065,226 QZB,private,876.76,2003-08-15,2007-08-15,42269XXOE,not active
USJTL90060,241 RCC,private,1682.52,1997-05-13,2001-05-13,00498FQFV,not active
BYDTJ31413,7NE W68,private,907.8,1996-05-15,2000-05-15,62057CFRB,not active
HFXES82467,6QY I45,professional,950.04,2002-04-20,2006-04-20,71982XHRY,not active
NPRFB01101,ZYP 005,mixed use,3266.24,2002-12-25,2006-12-25,98657ZERQ,not active
TJWMZ42969,GEX4534,mixed use,3703.16,1990-09-17,1994-09-17,06976BQRC,not active
SSJMW06413,MGS 805,private,3390.41,2016-03-23,2020-03-23,54940GODH,not active
SULGV41295,6D363,professional,3045.81,1989-09-18,1993-09-18,54589MPFN,not active
ZDYSP06260,VE0 P9A,mixed use,3924.7,1991-03-12,1995-03-12,79571JNBX,not active
NJTYR47451,829-221,professional,1874.6,1993-03-30,1997-03-30,63331UQLD,not active
TWIZM78004,1NT N25,professional,2023.87,2004-10-01,2008-10-01,12458QKFX,not active
RCYPX66846,7-29887,professional,1472.92,2003-11-10,2007-11-10,04940PMMY,not active
RJKZL11020,GDB 326,mixed use,3471.85,2014-09-10,2018-09-10,16276AZBH,not active
GLUOO95947,HRA 075,professional,1348.94,2016-06-19,2020-06-19,55103ZPSB,not active
CDNTK20153,08E RK3,professional,3983.12,1995-12-12,1999-12-12,85599NPEB,not active
FKNKF28325,814 9RX,private,3060.64,2005-05-11,2009-05-11,83284DBLF,not active
HJFIH98288,775-LAO,private,769.21,1983-03-23,1987-03-23,10769ALVE,not active
VYSPE44377,6PM3715,mixed use,1536.21,1996-12-30,2000-12-30,82191YHWV,not active
BKRRH00525,463 4811,private,1011.02,2013-06-14,2017-06-14,55120LCLY,not active
BXDYP27430,SLF-681,mixed use,1420.7,2004-03-03,2008-03-03,64522VYKP,not active
MHLQD78314,WCM 529,private,2515.55,1985-03-13,1989-03-13,32305VJIF,not active
YUQTW48047,4JT Q75,private,734.49,2007-05-02,2011-05-02,36154QQBW,not active
TJHIA33396,964 IP3,professional,2409.46,1984-09-14,1988-09-14,57734LGNA,not active
DQIKI31196,4Q D4822,mixed use,3985.92,1999-04-05,2003-04-05,98043QMRH,not active
ILVOI73024,04Z 2157,mixed use,1138.26,2006-08-17,2010-08-17,87603OGLK,not active
SDFRL01987,H96 7QF,private,1826.82,1987-01-31,1991-01-31,47778WZVI,not active
EDTDX32037,QBV C27,private,2484.14,1994-02-11,1998-02-11,46015XQAX,not active
BDRTZ14423,HSH 428,professional,547.55,1983-04-06,1987-04-06,05056UNSA,not active
MFVHJ12003,8V 7131S,mixed use,3280.5,2012-08-15,2016-08-15,83914QDAV,not active
PSHTQ83029,5HGH 47,professional,3518.91,2013-12-22,2017-12-22,67176RPBA,not active
ZYDJY72686,879-UCD,private,2771.86,2007-12-05,2011-12-05,21858YONA,not active
WBKBQ15234,MDV-5677,private,624.65,1992-06-22,1996-06-22,31022IRDF,not active
IWVYD83631,732-WLK,professional,1065.17,2005-03-24,2009-03-24,67284EJED,not active
XLCXJ65645,3LZR577,professional,1937.43,1985-04-29,1989-04-29,59500UIIQ,not active
HNRWC10257,9Z 1026N,professional,230.57,2006-07-06,2010-07-06,95771UVPS,not active
KAGCL74830,ULI-9187,mixed use,1887.19,2009-10-25,2013-10-25,32971HUPL,not active
REDGN97013,580-XRQ,private,705.83,1997-07-07,2001-07-07,19266KLPA,not active
URREW75306,UOS 611,private,3404.19,2009-10-28,2013-10-28,35898FCNM,not active
JEISE24827,NXN2628,private,535.64,1985-10-23,1989-10-23,19355NNLF,not active
IZPZN22809,4O 96624,private,1213.51,1989-08-26,1993-08-26,11764FIVH,not active
VLNSQ81226,GZD-0194,professional,1820.25,1981-05-31,1985-05-31,61708LDCY,not active
VKSGD72869,5-B4621,private,2736.94,1986-02-25,1990-02-25,93974BAZZ,not active
CGNCJ12353,F47-ZQW,professional,648.27,1981-06-22,1985-06-22,79506QNVR,not active
ZMMCH47095,741 1KT,mixed use,1563.65,2000-04-12,2004-04-12,21241CENG,not active
TLPFK70926,82-94022,professional,1368.36,2014-10-30,2018-10-30,17136ELGN,not active
KJHWX58142,OHP 597,private,2478.65,1982-08-03,1986-08-03,22979ZPMU,not active
GWQPV63884,QUO 439,mixed use,2618.93,1991-05-08,1995-05-08,45963BTGS,not active
YUWMR42016,6WUL 89,private,246.06,1980-10-22,1984-10-22,91031YVBD,not active
RXMXV49127,9-5756R,mixed use,1671.44,1989-08-08,1993-08-08,74014HHPE,not active
DEFEY04672,8NE 465,mixed use,2432.55,2002-04-27,2006-04-27,85805GHFL,not active
KXWNH84161,51KH4,mixed use,652.54,1984-03-06,1988-03-06,75753QQCE,not active
YZHND29596,7113 FH,mixed use,2808.36,1988-02-26,1992-02-26,53911OCJM,not active
IHIDG43014,3IN S20,professional,1224.04,2012-06-17,2016-06-17,62475MAXH,not active
FJNQJ69549,185 8AV,professional,2640.06,2004-01-06,2008-01-06,49482IBZH,not active
LKKHD78077,OAB 115,mixed use,2286.48,2004-03-15,2008-03-15,86195RUXM,not active
XQHCN98617,OPT-567,professional,1554.31,2016-03-31,2020-03-31,73298ITQO,not active
JNTJU00484,SEJ 2186,professional,3996.23,1990-09-07,1994-09-07,61686XOZR,not active
RSRQW09437,5-3602I,professional,2639.75,1989-09-13,1993-09-13,16533LUQD,not active
QUSFA91037,U47-ZFZ,mixed use,3162.66,1983-10-23,1987-10-23,41342DTQK,not active
TIDVE09324,264-FFN,private,2357.47,2000-03-14,2004-03-14,03552MMGN,not active
GBDAE79535,42U E17,private,1857.41,1993-05-02,1997-05-02,67383HZVX,not active
ILARQ64839,6V272,professional,1619.02,1992-07-11,1996-07-11,42438YADB,not active
XYWDM35536,998 UEB,professional,2127.51,2014-01-07,2018-01-07,87934XNJG,not active
IUNPE97232,F57-DQU,private,2889.88,1998-07-10,2002-07-10,38630HZNZ,not active
QMAYQ87474,WFV 438,professional,2883.65,1996-05-31,2000-05-31,68582MPTR,not active
WQQWH82541,7NV 317,professional,2813.34,2013-08-17,2017-08-17,81978JEUU,not active
AUPFX14788,12G 734,mixed use,1090.06,1981-04-04,1985-04-04,02078EQQT,not active
JMBZH38877,XDR 244,professional,1827.82,1986-06-07,1990-06-07,32669QAMY,not active
PACLI42148,900-ZHA,private,2097.97,2000-07-18,2004-07-18,11116WFHA,not active
IMSQD49146,0F 6036O,private,172.38,1997-04-12,2001-04-12,52279JVHF,not active
ZGINF01281,7401 UA,private,2609.13,1991-06-02,1995-06-02,23373OIZR,not active
ZFXCW64183,ZVT-099,private,511.91,2000-12-18,2004-12-18,70064RDVI,not active
OVBZA73292,249-BUW,professional,648.66,2009-01-11,2013-01-11,54411TIYF,not active
GPTCU31070,508U,mixed use,759.83,2012-07-03,2016-07-03,72935ZOEP,not active
NNZDA30695,793 OJT,professional,206.32,1990-10-28,1994-10-28,15483UTSS,not active
DBFVQ19842,AQ9 H1X,professional,3715.67,2013-12-19,2017-12-19,70133LXRT,not active
OFPWR05850,3393,private,2825.59,1995-09-18,1999-09-18,16730ZVIA,not active
GCOUI77164,2-94366I,professional,2353.31,2014-05-12,2018-05-12,30828RHLO,not active
MBAIV18468,A56-HII,mixed use,766.92,1986-02-25,1990-02-25,85393JJBI,not active
RLDHZ26879,3-54356V,professional,776.14,2013-01-20,2017-01-20,44609WILJ,not active
PPTKW23223,9-79815,private,2296.33,1985-10-16,1989-10-16,46639TZPG,not active
RNSFU01802,DNB O58,private,1567.82,1982-11-10,1986-11-10,62745BDVN,not active
HHHEO13552,841-JFAT,mixed use,2200.16,2008-09-21,2012-09-21,73157LIPH,not active
WSMPX32359,8L 9X9FLZ,private,227.12,2014-04-01,2018-04-01,89695FAMD,not active
DULXD01466,XLN4969,professional,1833.18,1994-11-07,1998-11-07,42013QHIR,not active
KHIXX46200,QIH 409,professional,3669.08,2008-03-02,2012-03-02,68428OEFB,not active
YRVPJ07722,LKM 657,professional,2574.96,2006-10-08,2010-10-08,43426DRZZ,not active
CZUGS23792,749ONN,mixed use,3692.36,2012-06-21,2016-06-21,60328SAPA,not active
XORNB03790,9OO 663,professional,2768.25,1994-12-15,1998-12-15,79723EUNH,not active
UMCTA18044,618HNP,private,3822.14,1997-09-28,2001-09-28,84374PPKA,not active
QPEOW07577,U81 3VZ,private,2987.04,1982-04-09,1986-04-09,49803AKGC,not active
KPAWJ69658,JRM 387,private,1720.95,1998-10-06,2002-10-06,41202VRAI,not active
